POC,X,Y,W,D,dQP,PRED_MODE,PU_SIZE,BITS,DISTORTION,BEST_COST,SAD,SSE,MSE,COST_2Nx2N,COST_MSM,RATIO_2Nx2N-MSM,REL_RATIO_2Nx2N-MSM,RATIO_BEST_2Nx2N,RATIO_BEST-MSM,REL_RATIO_BEST-MSM,TU_DEPTH,TR_SKIP,NON-Z-COEFF,TIME_ms,REF_IDX,MV_MOD_INT,MV_MOD_FRAC,PREDMV_MOD_INT,PREDMV_MOD_FRAC,MVD_MOD_INT,MVD_MOD_FRAC,MVP_IDX,INTER_DIR,FME,COLOC_SPLIT,UP_SPLIT,LEFT_SPLIT,UPLEFT_SPLIT,UPRIGHT_SPLIT,CTX_SPLIT,AVG_NEIGH_DEPTH,SVM_PU_UP,SVM_TU_UP,SVM_FME_UP,SVM_CU,SVM_PU,SVM_TU,SVM_FME,FINAL_PU,FINAL_TU,FINAL_FME,SPLIT
2.000000,48.000000,64.000000,16.000000,2.000000,0.000000,2.000000,0.000000,37.000000,24425.000000,34615.305391,0.000000,0.000000,0.000000,37356.269301,34615.305391,1.079184,0.079184,0.926626,1.000000,0.000000,1.000000,0.000000,5.000000,0.000000,0.000000,4.123106,0.500000,4.123106,0.500000,0.000000,0.000000,-1.000000,3.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.447368,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,7.000000,1.000000,2.000000,1.000000
2.000000,48.000000,64.000000,8.000000,3.000000,0.000000,2.000000,0.000000,30.000000,10462.000000,18724.409776,0.000000,0.000000,0.000000,27172.337597,18724.409776,1.451172,0.451172,0.689098,1.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,2.000000,0.500000,2.000000,0.500000,0.000000,0.000000,-1.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.447368,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000
2.000000,56.000000,64.000000,8.000000,3.000000,0.000000,0.000000,0.000000,4.000000,1409.000000,2510.654637,0.000000,0.000000,0.000000,3476.722933,2510.654637,1.384787,0.384787,0.722133,1.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,3.000000,0.790569,3.000000,0.790569,0.000000,0.000000,-1.000000,3.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.447368,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.000000,0.000000
2.000000,48.000000,72.000000,8.000000,3.000000,0.000000,0.000000,0.000000,5.000000,1378.000000,2755.068296,0.000000,0.000000,0.000000,4281.136592,2755.068296,1.553913,0.553913,0.643537,1.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,3.000000,0.790569,3.000000,0.790569,0.000000,0.000000,-1.000000,3.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.447368,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.000000,0.000000
2.000000,56.000000,72.000000,8.000000,3.000000,0.000000,1.000000,0.000000,9.000000,2483.000000,4961.722933,0.000000,0.000000,0.000000,4961.722933,5800.654637,0.855373,-0.144627,1.000000,0.855373,-0.144627,0.000000,0.000000,3.000000,0.000000,0.000000,4.123106,0.790569,4.123106,0.790569,0.000000,0.000000,1.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.447368,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.000000,0.000000
2.000000,32.000000,80.000000,16.000000,2.000000,0.000000,2.000000,0.000000,75.000000,9534.000000,30190.024441,0.000000,0.000000,0.000000,31483.128826,30190.024441,1.042832,0.042832,0.958927,1.000000,0.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.447368,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,7.000000,0.000000,2.000000,0.000000
2.000000,48.000000,80.000000,16.000000,2.000000,0.000000,0.000000,0.000000,5.000000,13189.000000,14566.068296,0.000000,0.000000,0.000000,24101.305391,14566.068296,1.654620,0.654620,0.604368,1.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,4.123106,0.790569,4.123106,0.790569,0.000000,0.000000,-1.000000,3.000000,2.000000,0.000000,1.000000,0.000000,0.000000,1.000000,2.000000,1.447368,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,7.000000,0.000000,2.000000,0.000000
2.000000,0.000000,96.000000,32.000000,1.000000,0.000000,0.000000,0.000000,1.000000,33119.000000,33394.413659,0.000000,0.000000,0.000000,35347.309274,33394.413659,1.058480,0.058480,0.944751,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,3.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.447368,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
2.000000,32.000000,96.000000,32.000000,1.000000,0.000000,2.000000,0.000000,75.000000,37440.000000,58096.024441,0.000000,0.000000,0.000000,72433.779580,58096.024441,1.246794,0.246794,0.802057,1.000000,0.000000,0.000000,0.000000,8.000000,0.000000,0.000000,3.000000,0.901388,3.000000,0.901388,0.000000,0.000000,-1.000000,3.000000,2.000000,2.000000,1.000000,0.000000,0.000000,1.000000,4.000000,1.447368,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.000000,1.000000
2.000000,32.000000,96.000000,16.000000,2.000000,0.000000,2.000000,0.000000,40.000000,6874.000000,17890.546368,0.000000,0.000000,0.000000,23429.096620,17890.546368,1.309580,0.309580,0.763604,1.000000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,3.000000,0.901388,3.000000,0.901388,0.000000,0.000000,-1.000000,3.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.447368,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,6.000000,0.000000,0.000000,0.000000
2.000000,48.000000,96.000000,16.000000,2.000000,0.000000,0.000000,0.000000,4.000000,3796.000000,4897.654637,0.000000,0.000000,0.000000,6969.550251,4897.654637,1.423038,0.423038,0.702722,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,4.123106,0.790569,4.123106,0.790569,0.000000,0.000000,-1.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.447368,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.000000,0.000000
2.000000,32.000000,112.000000,16.000000,2.000000,0.000000,2.000000,0.000000,55.000000,14038.000000,29185.751257,0.000000,0.000000,0.000000,31794.369804,29185.751257,1.089380,0.089380,0.917953,1.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,3.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.447368,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,0.000000,2.000000,0.000000
2.000000,48.000000,112.000000,16.000000,2.000000,0.000000,0.000000,0.000000,2.000000,4327.000000,4877.827318,0.000000,0.000000,0.000000,8231.032207,4877.827318,1.687438,0.687438,0.592614,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4.123106,0.790569,4.123106,0.790569,0.000000,0.000000,-1.000000,3.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.447368,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.000000,0.000000
2.000000,64.000000,64.000000,64.000000,0.000000,0.000000,2.000000,0.000000,312.000000,278348.000000,364277.061673,0.000000,0.000000,0.000000,364277.061673,378038.367064,0.963598,-0.036402,1.000000,0.963598,-0.036402,1.000000,0.000000,33.000000,0.000000,1.000000,5.385165,0.790569,6.324555,0.750000,2.236068,0.559017,0.000000,3.000000,2.000000,2.000000,1.000000,1.000000,0.000000,1.000000,5.000000,1.294739,-1.000000,-1.000000,-1.000000,1.000000,1.000000,1.000000,1.000000,7.000000,1.000000,2.000000,1.000000
2.000000,64.000000,64.000000,32.000000,1.000000,0.000000,0.000000,0.000000,5.000000,55816.000000,57193.068296,0.000000,0.000000,0.000000,65624.787346,57193.068296,1.147426,0.147426,0.871516,1.000000,0.000000,0.000000,0.000000,9.000000,0.000000,0.000000,4.123106,0.790569,4.123106,0.790569,0.000000,0.000000,-1.000000,3.000000,2.000000,2.000000,0.000000,1.000000,0.000000,0.000000,3.000000,1.294739,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,0.000000,2.000000,0.000000
2.000000,96.000000,64.000000,32.000000,1.000000,0.000000,0.000000,0.000000,2.000000,34215.000000,34765.827318,0.000000,0.000000,0.000000,51303.409776,34765.827318,1.475685,0.475685,0.677651,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,6.082763,0.559017,6.082763,0.559017,0.000000,0.000000,-1.000000,3.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.294739,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,6.000000,0.000000,2.000000,0.000000
2.000000,64.000000,96.000000,32.000000,1.000000,0.000000,2.000000,0.000000,81.000000,58845.000000,81153.506396,0.000000,0.000000,0.000000,96414.988351,81153.506396,1.188057,0.188057,0.841710,1.000000,0.000000,1.000000,0.000000,16.000000,0.000000,0.000000,5.099020,0.559017,5.099020,0.559017,0.000000,0.000000,-1.000000,3.000000,2.000000,2.000000,0.000000,1.000000,1.000000,0.000000,4.000000,1.294739,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,7.000000,0.000000,2.000000,1.000000
2.000000,64.000000,96.000000,16.000000,2.000000,0.000000,0.000000,0.000000,3.000000,4270.000000,5096.240978,0.000000,0.000000,0.000000,8393.445866,5096.240978,1.646988,0.646988,0.607169,1.000000,0.000000,0.000000,0.000000,14.000000,0.000000,0.000000,4.123106,0.790569,4.123106,0.790569,0.000000,0.000000,-1.000000,3.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.294739,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.000000,0.000000
2.000000,80.000000,96.000000,16.000000,2.000000,0.000000,0.000000,0.000000,3.000000,33606.000000,34432.240978,0.000000,0.000000,0.000000,35192.927821,34432.240978,1.022092,0.022092,0.978385,1.000000,0.000000,0.000000,0.000000,9.000000,0.000000,0.000000,6.082763,0.559017,6.082763,0.559017,0.000000,0.000000,-1.000000,3.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.294739,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,7.000000,0.000000,1.000000,0.000000
2.000000,64.000000,112.000000,16.000000,2.000000,0.000000,0.000000,0.000000,5.000000,4182.000000,5559.068296,0.000000,0.000000,0.000000,7649.550251,5559.068296,1.376049,0.376049,0.726718,1.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,5.099020,0.559017,5.099020,0.559017,0.000000,0.000000,-1.000000,3.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.294739,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.000000,0.000000
2.000000,80.000000,112.000000,16.000000,2.000000,0.000000,0.000000,0.000000,2.000000,18723.000000,19273.827318,0.000000,0.000000,0.000000,22622.550251,19273.827318,1.173745,0.173745,0.851974,1.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,5.099020,0.559017,5.099020,0.559017,0.000000,0.000000,-1.000000,3.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.294739,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.000000,0.000000
2.000000,96.000000,96.000000,32.000000,1.000000,0.000000,2.000000,0.000000,115.000000,59032.000000,90704.570809,0.000000,0.000000,0.000000,90704.570809,90930.193239,0.997519,-0.002481,1.000000,0.997519,-0.002481,1.000000,0.000000,4.000000,0.000000,0.000000,6.000000,0.707107,6.082763,0.559017,1.000000,0.750000,1.000000,3.000000,1.000000,2.000000,0.000000,1.000000,0.000000,0.000000,3.000000,1.294739,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,6.000000,1.000000,2.000000,1.000000
